contract_id,quote_id,customer_id,plan_id,billing_type,contract_start_date,final_price,discount_percent,discount_end_date,contract_status,version,contract_end_date,parent_contract_id
CT126,Q420,C420,PM,Monthly,2024-02-12,980.0,2,2024-03-09 00:00:00,Active,1,,
CT127,Q422,C422,PM,Monthly,2024-02-07,900.0,10,2024-03-06 00:00:00,Terminated,1,2024-08-07 00:00:00,
CT128,Q424,C424,BY,Yearly,2024-01-28,3960.0,1,2024-02-23 00:00:00,Active,1,,
CT129,Q425,C425,PY,Yearly,2024-01-14,8600.0,14,2024-02-11 00:00:00,Active,1,,
CT130,Q427,C427,BM,Monthly,2024-01-23,396.0,1,,Active,1,,
CT131,Q428,C428,PY,Yearly,2024-02-27,9900.0,1,2024-03-24 00:00:00,Active,1,,
CT132,Q436,C436,PY,Yearly,2024-01-21,8700.0,13,2024-02-16 00:00:00,Active,1,,
CT133,Q438,C438,PY,Yearly,2024-01-12,8700.0,13,2024-02-09 00:00:00,Active,1,,
CT134,Q441,C441,BM,Monthly,2024-01-30,384.0,4,,Active,1,,
CT135,Q442,C442,PY,Yearly,2024-01-30,8700.0,13,2024-02-25 00:00:00,Active,1,,
CT136,Q445,C445,PY,Yearly,2024-02-26,9700.0,3,2024-03-24 00:00:00,Active,1,,
CT137,Q446,C446,BY,Yearly,2024-02-26,3600.0,10,2024-03-26 00:00:00,Active,1,,
CT138,Q451,C451,PM,Monthly,2024-01-26,880.0,12,2024-02-24 00:00:00,Terminated,1,2024-03-26 00:00:00,
CT139,Q457,C457,PM,Monthly,2024-01-26,890.0,11,2024-02-23 00:00:00,Active,1,,
CT140,Q460,C460,BY,Yearly,2024-01-22,3680.0,8,2024-02-20 00:00:00,Active,1,,
CT141,Q463,C463,PM,Monthly,2024-02-25,880.0,12,2024-03-23 00:00:00,Terminated,1,2024-04-25 00:00:00,
CT142,Q466,C466,BY,Yearly,2024-01-23,3600.0,10,,Active,1,,
CT143,Q468,C468,BM,Monthly,2024-02-27,360.0,10,2024-03-27 00:00:00,Terminated,1,2024-09-27 00:00:00,
CT144,Q469,C469,BM,Monthly,2024-01-26,360.0,10,2024-02-24 00:00:00,Active,1,,
CT145,Q471,C471,BM,Monthly,2024-01-30,364.0,9,2024-02-27 00:00:00,Terminated,1,2024-07-30 00:00:00,
CT146,Q472,C472,PY,Yearly,2024-02-25,9800.0,2,2024-03-24 00:00:00,Active,1,,
CT147,Q481,C481,PY,Yearly,2024-02-11,9200.0,8,2024-03-08 00:00:00,Active,1,,
CT148,Q482,C482,PM,Monthly,2024-02-22,980.0,2,2024-03-21 00:00:00,Active,1,,
CT149,Q483,C483,BM,Monthly,2024-01-16,388.0,3,2024-02-11 00:00:00,Active,1,,
CT150,Q486,C486,PM,Monthly,2024-02-02,780.0,22,,Active,1,,
CT151,Q489,C489,BM,Monthly,2024-01-07,396.0,1,2024-02-05 00:00:00,Terminated,1,2024-03-07 00:00:00,
CT152,Q495,C495,BM,Monthly,2024-02-29,388.0,3,,Active,1,,
CT153,Q498,C498,PY,Yearly,2024-01-31,8900.0,11,2024-02-28 00:00:00,Active,1,,
CT154,Q500,C500,PY,Yearly,2024-03-01,9000.0,10,2024-03-27 00:00:00,Active,1,,
CT155,Q507,C507,PY,Yearly,2024-02-29,9700.0,3,2024-03-26 00:00:00,Active,1,,
CT156,Q508,C508,BY,Yearly,2024-01-16,3600.0,10,2024-02-12 00:00:00,Active,1,,
CT157,Q511,C511,BM,Monthly,2024-02-07,360.0,10,2024-03-06 00:00:00,Active,1,,
CT158,Q513,C513,BY,Yearly,2024-01-19,3719.9999999999995,7,2024-02-14 00:00:00,Active,1,,
CT159,Q516,C516,BY,Yearly,2024-01-22,4000.0,0,,Active,1,,
CT160,Q520,C520,PM,Monthly,2024-01-17,860.0,14,2024-02-14 00:00:00,Active,1,,
CT161,Q523,C523,PM,Monthly,2024-01-31,920.0,8,2024-02-28 00:00:00,Active,1,,
CT162,Q528,C528,PM,Monthly,2024-02-23,950.0,5,2024-03-21 00:00:00,Active,1,,
CT163,Q529,C529,PM,Monthly,2024-01-05,870.0,13,2024-01-31 00:00:00,Active,1,,
CT164,Q530,C530,PM,Monthly,2024-01-29,980.0,2,2024-02-26 00:00:00,Terminated,1,2024-05-29 00:00:00,
CT165,Q533,C533,BM,Monthly,2024-01-26,360.0,10,2024-02-24 00:00:00,Active,1,,
CT166,Q536,C536,PM,Monthly,2024-01-16,870.0,13,2024-02-13 00:00:00,Active,1,,
CT167,Q540,C540,PM,Monthly,2024-01-31,910.0,9,2024-02-27 00:00:00,Active,1,,
CT168,Q544,C544,PM,Monthly,2024-02-28,890.0,11,2024-03-26 00:00:00,Active,1,,
CT169,Q551,C551,BM,Monthly,2024-01-26,392.0,2,2024-02-21 00:00:00,Terminated,1,2024-03-26 00:00:00,
CT170,Q552,C552,PY,Yearly,2024-03-03,8600.0,14,2024-03-29 00:00:00,Active,1,,
CT171,Q557,C557,PY,Yearly,2024-02-01,8500.0,15,2024-03-01 00:00:00,Active,1,,
CT172,Q558,C558,PM,Monthly,2024-02-13,970.0,3,,Active,1,,
CT173,Q572,C572,BY,Yearly,2024-01-29,3760.0,6,2024-02-27 00:00:00,Active,1,,
CT174,Q575,C575,BY,Yearly,2024-01-14,3680.0,8,2024-02-11 00:00:00,Active,1,,
CT175,Q577,C577,BM,Monthly,2024-02-20,360.0,10,2024-03-20 00:00:00,Terminated,1,2024-07-20 00:00:00,
CT176,Q578,C578,PM,Monthly,2024-01-20,970.0,3,2024-02-17 00:00:00,Active,1,,
CT177,Q580,C580,PM,Monthly,2024-02-28,960.0,4,2024-03-25 00:00:00,Terminated,1,2024-04-28 00:00:00,
CT178,Q582,C582,BM,Monthly,2024-03-03,360.0,10,2024-03-30 00:00:00,Active,1,,
CT179,Q586,C586,BY,Yearly,2024-01-20,3600.0,10,2024-02-15 00:00:00,Active,1,,
CT180,Q592,C592,PY,Yearly,2024-01-05,9700.0,3,,Active,1,,
CT181,Q593,C593,BM,Monthly,2024-01-13,360.0,10,2024-02-10 00:00:00,Active,1,,
CT182,Q595,C595,PY,Yearly,2024-01-27,8600.0,14,2024-02-22 00:00:00,Active,1,,
CT183,Q599,C599,PY,Yearly,2024-03-02,8900.0,11,2024-03-28 00:00:00,Active,1,,
CT184,Q601,C601,BM,Monthly,2024-02-17,372.0,7,2024-03-14 00:00:00,Terminated,1,2024-08-17 00:00:00,
CT185,Q602,C602,PY,Yearly,2024-01-23,10000.0,0,2024-02-18 00:00:00,Active,1,,
CT186,Q622,C622,PM,Monthly,2024-02-05,870.0,13,2024-03-04 00:00:00,Active,1,,
CT187,Q623,C623,BY,Yearly,2024-01-02,3760.0,6,2024-01-31 00:00:00,Active,1,,
CT188,Q630,C630,BY,Yearly,2024-01-13,4000.0,0,2024-02-08 00:00:00,Active,1,,
CT189,Q633,C633,BM,Monthly,2024-02-26,360.0,10,2024-03-26 00:00:00,Active,1,,
CT190,Q634,C634,BM,Monthly,2024-01-28,384.0,4,2024-02-25 00:00:00,Active,1,,
CT191,Q637,C637,BM,Monthly,2024-02-13,360.0,10,2024-03-11 00:00:00,Terminated,1,2024-07-13 00:00:00,
CT192,Q646,C646,BM,Monthly,2024-02-17,360.0,10,2024-03-16 00:00:00,Active,1,,
CT193,Q653,C653,BY,Yearly,2024-01-08,3600.0,10,2024-02-05 00:00:00,Active,1,,
CT194,Q656,C656,BM,Monthly,2024-02-16,396.0,1,2024-03-15 00:00:00,Active,1,,
CT195,Q662,C662,BY,Yearly,2024-02-26,3800.0,5,2024-03-25 00:00:00,Active,1,,
CT196,Q666,C666,BM,Monthly,2024-01-09,388.0,3,2024-02-05 00:00:00,Active,1,,
CT197,Q671,C671,BM,Monthly,2024-01-31,368.0,8,2024-02-26 00:00:00,Active,1,,
CT198,Q674,C674,PM,Monthly,2024-01-13,950.0,5,2024-02-08 00:00:00,Active,1,,
CT199,Q685,C685,BM,Monthly,2024-02-07,364.0,9,,Active,1,,
CT200,Q687,C687,PM,Monthly,2024-02-08,990.0,1,2024-03-05 00:00:00,Active,1,,
CT201,Q690,C690,PM,Monthly,2024-01-04,940.0,6,2024-02-02 00:00:00,Terminated,1,2024-07-04 00:00:00,
CT202,Q691,C691,PM,Monthly,2024-01-03,880.0,12,2024-01-31 00:00:00,Active,1,,
CT203,Q693,C693,BM,Monthly,2024-03-01,396.0,1,2024-03-28 00:00:00,Active,1,,
CT204,Q696,C696,PY,Yearly,2024-01-19,9000.0,10,,Active,1,,
CT205,Q705,C705,BM,Monthly,2024-02-04,360.0,10,2024-03-01 00:00:00,Terminated,1,2024-10-04 00:00:00,
CT206,Q706,C706,BM,Monthly,2024-01-08,372.0,7,2024-02-05 00:00:00,Terminated,1,2024-07-08 00:00:00,
CT207,Q710,C710,PY,Yearly,2024-01-30,9700.0,3,2024-02-26 00:00:00,Active,1,,
CT208,Q713,C713,BM,Monthly,2024-02-22,360.0,10,2024-03-22 00:00:00,Terminated,1,2024-09-22 00:00:00,
CT209,Q715,C715,PY,Yearly,2024-01-27,9800.0,2,2024-02-24 00:00:00,Active,1,,
CT210,Q717,C717,BY,Yearly,2024-02-09,4000.0,0,,Active,1,,
CT211,Q718,C718,PY,Yearly,2024-02-19,9300.0,7,2024-03-16 00:00:00,Active,1,,
CT212,Q720,C720,PY,Yearly,2024-01-14,8900.0,11,2024-02-11 00:00:00,Active,1,,
CT213,Q721,C721,PM,Monthly,2024-01-15,970.0,3,2024-02-10 00:00:00,Terminated,1,2024-09-15 00:00:00,
CT214,Q728,C728,BY,Yearly,2024-01-08,3760.0,6,2024-02-03 00:00:00,Active,1,,
CT215,Q730,C730,PY,Yearly,2024-01-15,8600.0,14,2024-02-13 00:00:00,Active,1,,
CT216,Q737,C737,PY,Yearly,2024-02-18,8800.0,12,2024-03-17 00:00:00,Active,1,,
CT217,Q741,C741,BY,Yearly,2024-01-22,3840.0,4,2024-02-18 00:00:00,Active,1,,
CT218,Q744,C744,BM,Monthly,2024-02-02,392.0,2,2024-02-28 00:00:00,Active,1,,
CT219,Q747,C747,BY,Yearly,2024-02-28,3640.0,9,2024-03-28 00:00:00,Active,1,,
CT220,Q753,C753,PM,Monthly,2024-02-03,950.0,5,2024-02-29 00:00:00,Active,1,,
CT221,Q754,C754,PM,Monthly,2024-01-12,950.0,5,2024-02-09 00:00:00,Terminated,1,2024-04-12 00:00:00,
CT222,Q756,C756,PM,Monthly,2024-02-15,910.0,9,2024-03-15 00:00:00,Active,1,,
CT223,Q758,C758,BY,Yearly,2024-02-13,3760.0,6,2024-03-11 00:00:00,Active,1,,
CT224,Q760,C760,BY,Yearly,2024-02-14,3600.0,10,2024-03-12 00:00:00,Active,1,,
CT225,Q762,C762,PM,Monthly,2024-01-24,940.0,6,2024-02-22 00:00:00,Active,1,,
CT226,Q765,C765,BM,Monthly,2024-01-29,396.0,1,2024-02-27 00:00:00,Active,1,,
CT227,Q767,C767,BM,Monthly,2024-02-18,376.0,6,2024-03-15 00:00:00,Active,1,,
CT228,Q770,C770,BM,Monthly,2024-02-10,388.0,3,2024-03-08 00:00:00,Active,1,,
CT229,Q772,C772,BM,Monthly,2024-01-20,396.0,1,2024-02-18 00:00:00,Active,1,,
CT230,Q780,C780,BY,Yearly,2024-02-26,3600.0,10,2024-03-23 00:00:00,Active,1,,
CT231,Q782,C782,BY,Yearly,2024-01-16,3600.0,10,2024-02-11 00:00:00,Active,1,,
CT232,Q786,C786,BM,Monthly,2024-02-16,384.0,4,2024-03-14 00:00:00,Active,1,,
CT233,Q796,C796,BY,Yearly,2024-02-27,3760.0,6,,Active,1,,
CT234,Q804,C804,BM,Monthly,2024-01-15,388.0,3,2024-02-12 00:00:00,Terminated,1,2024-08-15 00:00:00,
CT235,Q811,C811,BY,Yearly,2024-01-23,3719.9999999999995,7,2024-02-19 00:00:00,Active,1,,
CT236,Q813,C813,BM,Monthly,2024-01-08,384.0,4,2024-02-03 00:00:00,Terminated,1,2024-10-08 00:00:00,
CT237,Q826,C826,PY,Yearly,2024-02-14,9400.0,6,2024-03-13 00:00:00,Active,1,,
CT238,Q831,C831,BM,Monthly,2024-01-02,376.0,6,2024-01-31 00:00:00,Active,1,,
CT239,Q832,C832,BM,Monthly,2024-02-19,400.0,0,2024-03-16 00:00:00,Active,1,,
CT240,Q835,C835,BM,Monthly,2024-01-22,364.0,9,2024-02-17 00:00:00,Terminated,1,2024-03-22 00:00:00,
CT241,Q836,C836,PY,Yearly,2024-01-20,9200.0,8,2024-02-15 00:00:00,Active,1,,
CT242,Q839,C839,PY,Yearly,2024-02-05,9300.0,7,2024-03-04 00:00:00,Active,1,,
CT243,Q844,C844,BY,Yearly,2024-02-27,3760.0,6,2024-03-26 00:00:00,Active,1,,
CT244,Q845,C845,BM,Monthly,2024-02-24,360.0,10,2024-03-21 00:00:00,Terminated,1,2024-05-24 00:00:00,
CT245,Q847,C847,PM,Monthly,2024-01-10,900.0,10,2024-02-08 00:00:00,Terminated,1,2024-05-10 00:00:00,
CT246,Q849,C849,BY,Yearly,2024-02-25,3920.0,2,2024-03-23 00:00:00,Active,1,,
CT247,Q853,C853,BM,Monthly,2024-01-07,388.0,3,,Active,1,,
CT248,Q855,C855,BY,Yearly,2024-02-12,3600.0,10,2024-03-12 00:00:00,Active,1,,
CT249,Q856,C856,BM,Monthly,2024-02-21,384.0,4,,Active,1,,
CT250,Q857,C857,BY,Yearly,2024-02-11,3880.0,3,2024-03-08 00:00:00,Active,1,,
CT251,Q859,C859,PM,Monthly,2024-02-10,940.0,6,2024-03-10 00:00:00,Terminated,1,2024-06-10 00:00:00,
CT252,Q860,C860,BY,Yearly,2024-01-04,3960.0,1,2024-02-01 00:00:00,Active,1,,
CT253,Q861,C861,PY,Yearly,2024-01-19,9900.0,1,2024-02-17 00:00:00,Active,1,,
CT254,Q864,C864,PM,Monthly,2024-02-25,960.0,4,2024-03-23 00:00:00,Active,1,,
CT255,Q868,C868,PM,Monthly,2024-03-02,900.0,10,2024-03-29 00:00:00,Active,1,,
CT256,Q880,C880,BM,Monthly,2024-01-29,364.0,9,2024-02-27 00:00:00,Active,1,,
CT257,Q883,C883,BY,Yearly,2024-01-05,3960.0,1,2024-02-01 00:00:00,Active,1,,
CT258,Q884,C884,PY,Yearly,2024-01-17,9500.0,5,2024-02-12 00:00:00,Active,1,,
CT259,Q885,C885,PY,Yearly,2024-02-17,9600.0,4,2024-03-16 00:00:00,Active,1,,
