customer_id,amount
C10798,3600.0
C10801,123990.0
C10803,3640.0
C10808,11860.0
C10810,8900.0
C10816,9900.0
C1082,4760.0
C10821,125890.0
C10823,3680.0
C10824,8800.0
C10828,3720.0
C10830,3600.0
C10833,4800.0
C10836,3840.0
C10837,9100.0
C10839,3588.0
C1084,9100.0
C10841,8860.0
C10846,4000.0
C10849,8260.0
C1085,11860.0
C10853,11950.0
C10855,9600.0
C10856,3720.0
C10861,8700.0
C10863,3640.0
C10866,8900.0
C10869,10080.0
C10870,3568.0
C10874,7080.0
C1088,9000.0
C10880,4760.0
C10887,9870.0
C10889,3680.0
C10904,9000.0
C10906,3960.0
C10909,5880.0
C10911,4000.0
C10913,3840.0
C10915,9100.0
C10917,9100.0
C10918,9400.0
C10921,3600.0
C10927,128000.0
C10928,3720.0
C1093,9800.0
C10932,13972.0
C10935,9300.0
C10940,6468.0
C10941,3560.0
C10950,4776.0
C10953,9800.0
C10954,9600.0
C10955,3880.0
C10957,125870.0
C1096,11990.0
C10970,3720.0
C10972,4780.0
C10977,9400.0
C10978,4776.0
C10979,8900.0
C1098,12000.0
C10999,6290.0
C11,3800.0
C1100,3720.0
C11000,9200.0
C11001,127040.0
C11003,9100.0
C11004,3680.0
C11011,3588.0
C11014,9700.0
C11016,5850.0
C1102,124710.0
C11021,3800.0
C11024,3580.0
C11027,3968.0
C11030,6560.0
C11031,11640.0
C11034,9600.0
C11039,9400.0
C1104,4320.0
C11041,13600.0
C11044,4796.0
C11047,8890.0
C11048,11910.0
C1105,127930.0
C11050,13996.0
C11055,4752.0
C11059,4000.0
C11071,11970.0
C11075,10000.0
C11083,3800.0
C11085,3592.0
C11089,9400.0
C1109,124970.0
C11091,3600.0
C11096,10180.0
C1110,3720.0
C11101,4776.0
C11102,3600.0
C11105,3840.0
C11108,3160.0
C11113,3840.0
C11115,4768.0
C11119,14360.0
C1112,14760.0
C11121,3840.0
C11123,8800.0
C11126,9900.0
C11136,14800.0
C11137,4760.0
C11138,3720.0
C11139,3600.0
C11140,11970.0
C11143,3600.0
C11155,3600.0
C11159,123980.0
C11160,9600.0
C11163,3600.0
C11164,11900.0
C11166,11880.0
C11168,14772.0
C11169,9800.0
C1117,3720.0
C11170,6460.0
C11173,4910.0
C11180,11890.0
C11184,4792.0
C11189,4728.0
C1119,4764.0
C11196,3560.0
C112,3880.0
C11202,11880.0
C11206,3960.0
C11207,3880.0
C11211,4800.0
C1122,3960.0
C11222,123680.0
C11223,11040.0
C11226,125970.0
C11227,11770.0
C11229,3800.0
C11234,10000.0
C11238,3760.0
C1125,8130.0
C11250,9400.0
C11252,7560.0
C11255,4800.0
C11256,4800.0
C11257,9100.0
C1126,9100.0
C11261,125980.0
C11267,9100.0
C1127,8800.0
C11271,8280.0
C11277,9600.0
C11281,10000.0
C11283,11870.0
C11289,3600.0
C11293,7100.0
C11295,4000.0
C11301,3840.0
C11304,10140.0
C11305,3600.0
C11309,3600.0
C1131,11890.0
C11313,4768.0
C11315,4776.0
C11316,3640.0
C11317,4000.0
C11318,3840.0
C1132,11980.0
C11322,4760.0
C11326,8880.0
C11328,123870.0
C11329,11950.0
C11334,10090.0
C11340,8700.0
C11345,3984.0
C11346,15588.0
C11348,3600.0
C1135,3640.0
C11350,13964.0
C11360,9900.0
C11364,4760.0
C11369,3840.0
C11372,9500.0
C11377,10000.0
C11379,4760.0
C1138,5960.0
C11380,3800.0
C11381,127790.0
C11386,126890.0
C11388,4772.0
C11398,3760.0
C11399,127870.0
C11401,4000.0
C11403,11000.0
C11404,11890.0
C11406,3840.0
C1141,11870.0
C11412,4760.0
C11413,11990.0
C11415,12760.0
C11418,122000.0
C1142,14160.0
C11421,3600.0
C11424,10000.0
C11426,3600.0
C11429,9700.0
C11432,9900.0
C11434,3600.0
C11435,9300.0
C11445,15184.0
C11448,3880.0
C11454,4320.0
C11455,4760.0
C11460,8900.0
C11463,122910.0
C11464,8700.0
C11465,3596.0
C11466,126960.0
C11468,126990.0
C1147,3920.0
C11476,15200.0
C11477,11960.0
C11478,123950.0
C11482,8900.0
C11485,4752.0
C11486,3840.0
C11497,3600.0
C11498,125920.0
C11499,4000.0
C11501,3680.0
C11504,11910.0
C11507,3920.0
C11509,14160.0
C1151,3964.0
C11511,9200.0
C11512,9900.0
C11517,3600.0
C11518,9000.0
C11519,3680.0
C1152,14000.0
C11520,15560.0
C11523,11940.0
C11527,3960.0
C11528,14304.0
C11535,9200.0
C11536,11950.0
C11539,3572.0
C1154,11750.0
C11540,13184.0
C11541,14772.0
C11542,124930.0
C11543,11980.0
C11545,3880.0
C11546,11040.0
C11548,8910.0
C11552,8600.0
C11553,124950.0
C11554,9510.0
C11555,14784.0
C1156,1800.0
C11564,8120.0
C11567,9800.0
C11569,3996.0
C11570,8980.0
C11572,11960.0
C11574,9800.0
C11579,127360.0
C1158,12760.0
C11581,9700.0
C11582,3880.0
C11583,10320.0
C11590,11930.0
C11594,14392.0
C11597,4760.0
C11598,11900.0
C11601,11990.0
C11602,3800.0
C11603,11890.0
C11614,122950.0
C11615,8280.0
C11617,11890.0
C11619,4760.0
C11627,12776.0
C11628,126900.0
C11629,4780.0
C11630,124920.0
C11631,4752.0
C11636,3760.0
C11637,12000.0
C11642,2760.0
C11648,9400.0
C1165,4760.0
C11651,14360.0
C11653,4768.0
C11654,124680.0
C11656,3680.0
C11658,11980.0
C11668,123760.0
C11678,3960.0
C11680,6910.0
C11682,122950.0
C11695,3800.0
C11698,11910.0
C1170,3920.0
C11705,9100.0
C11706,10000.0
C11708,3600.0
C11709,4320.0
C1171,10000.0
C11711,3600.0
C11712,9700.0
C11715,3640.0
C11716,3600.0
C1172,3600.0
C11720,3720.0
C11721,128100.0
C11727,3600.0
C11737,3960.0
C11747,13576.0
C1175,4784.0
C11751,11860.0
C11754,9900.0
C11755,13980.0
C1176,3680.0
C11761,121810.0
C11762,3972.0
C11763,125940.0
C11765,9200.0
C11766,4768.0
C1177,3640.0
C11772,3964.0
C11776,8000.0
C11777,9996.0
C11782,11970.0
C11785,9400.0
C11786,9800.0
C11787,122970.0
C11790,11930.0
C11798,11900.0
C1180,3800.0
C11801,3600.0
C11802,11950.0
C11805,4000.0
C11806,9200.0
C11816,3680.0
C11817,3840.0
C11819,3840.0
C11821,9360.0
C11827,11940.0
C11828,3600.0
C11830,3680.0
C11831,4000.0
C1184,9700.0
C11843,3680.0
C11849,3800.0
C11851,12000.0
C11853,4800.0
C11858,4768.0
C1186,9100.0
C11861,13588.0
C11871,10000.0
C11874,122860.0
C11875,11940.0
C11878,10000.0
C11880,3760.0
C11882,3840.0
C11887,127000.0
C11888,12772.0
C1189,3640.0
C11890,9400.0
C11892,3600.0
C11894,9100.0
C11896,12000.0
C11897,8380.0
C11906,9100.0
C11907,4796.0
C11910,3588.0
C11913,7150.0
C11916,124890.0
C11919,12772.0
C11920,4784.0
C11924,3600.0
C11925,123860.0
C11929,8600.0
C11934,3680.0
C11940,3600.0
C11944,125880.0
C11947,8600.0
C11954,3680.0
C11955,4760.0
C11956,11880.0
C11957,9400.0
C11961,9970.0
C11962,11840.0
C11965,8500.0
C1197,12000.0
C11971,10800.0
C11972,8700.0
C11974,3920.0
C11976,121980.0
C11981,13560.0
C11982,9400.0
C11985,15560.0
C11987,3800.0
C11988,13160.0
C1199,3640.0
C11991,11880.0
C11999,4768.0
C120,1972.0
C1200,4464.0
C12007,9400.0
C12008,8600.0
C12012,3840.0
C12016,8860.0
C12017,11980.0
C12019,3560.0
C12026,9000.0
C12027,3840.0
C12028,4792.0
C12037,10000.0
C12039,6920.0
C12044,6510.0
C12045,3720.0
C12046,14396.0
C12048,9300.0
C12049,9800.0
C1205,4788.0
C12059,8600.0
C12063,3600.0
C12065,9970.0
C12072,9700.0
C12076,121870.0
C12078,126940.0
C1208,11970.0
C12083,9900.0
C12085,9100.0
C12087,8700.0
C12088,11940.0
C12089,8870.0
C12100,3920.0
C12102,3640.0
C12106,4792.0
C1211,4800.0
C12111,3840.0
C12113,3580.0
C12127,13976.0
C1213,122960.0
C12130,122000.0
C12148,122920.0
C12149,3960.0
C12152,3880.0
C12154,3760.0
C12155,11910.0
C12157,9300.0
C1216,2792.0
C12162,4792.0
C12163,9900.0
C12167,4760.0
C12169,12760.0
C1217,12000.0
C12173,9900.0
C12175,10110.0
C12182,8500.0
C12185,4800.0
C12190,3960.0
C12192,3680.0
C12194,3160.0
C12196,4764.0
C12199,11950.0
C1220,3640.0
C12203,122990.0
C12204,3640.0
C12205,9100.0
C12208,3968.0
C1221,4764.0
C12212,8280.0
C12217,8700.0
C12219,14360.0
C1222,125880.0
C12225,9100.0
C12227,11000.0
C1223,4764.0
C12232,15196.0
C12234,3960.0
C12235,8800.0
C12238,125640.0
C1224,3760.0
C12240,5970.0
C12243,3984.0
C12246,3960.0
C12248,3640.0
C12249,3600.0
C1225,4780.0
C12250,4760.0
C12254,125970.0
C12257,9100.0
C12260,3840.0
C12265,9950.0
C12267,123480.0
C1227,3760.0
C12270,8800.0
C12274,10320.0
C12277,3600.0
C12283,9400.0
C12286,9600.0
C12290,11880.0
C12294,11160.0
C12313,4776.0
C12316,3600.0
C12318,9800.0
C12320,14376.0
C12321,8700.0
C12331,9600.0
C12335,3600.0
C12336,3840.0
C12340,5960.0
C12343,3760.0
C12344,4760.0
C12346,3560.0
C12350,10320.0
C12356,9900.0
C12357,15560.0
C12358,127880.0
C12361,3840.0
C12363,15592.0
C12364,9600.0
C12375,3600.0
C12376,9300.0
C12384,11880.0
C12385,7090.0
C12389,3880.0
C12392,9500.0
C12395,9800.0
C12399,8800.0
C124,3680.0
C12401,9000.0
C12408,7180.0
C12409,3760.0
C12412,125980.0
C12415,121880.0
C12422,122890.0
C12423,4776.0
C12425,9200.0
C12427,3600.0
C12432,10160.0
C12437,3600.0
C1244,3960.0
C12440,4760.0
C12443,3920.0
C12445,9600.0
C12446,3720.0
C12449,8900.0
C1245,3600.0
C12451,11870.0
C12455,9600.0
C12460,14768.0
C12465,3840.0
C12468,3640.0
C12469,11910.0
C1247,8880.0
C12470,11920.0
C12473,8800.0
C12474,9300.0
C12476,9000.0
C1248,9000.0
C12486,3920.0
C12491,11970.0
C12493,8900.0
C12498,124940.0
C1250,9000.0
C12501,3600.0
C12504,3680.0
C12505,8800.0
C12517,3840.0
C1252,123910.0
C12520,8900.0
C12522,3600.0
C1253,8700.0
C12533,11860.0
C12538,9400.0
C12540,3800.0
C12542,125930.0
C12546,4784.0
C12550,8800.0
C12556,4772.0
C12562,4760.0
C12563,3960.0
C12568,10000.0
C12576,10000.0
C12577,13168.0
C12579,11970.0
C12587,4760.0
C12590,122920.0
C12592,3640.0
C12593,9300.0
C12597,9700.0
C126,8600.0
C12601,3760.0
C12602,8900.0
C12607,14800.0
C12617,8700.0
C1262,3920.0
C12621,4764.0
C1263,3720.0
C12633,3980.0
C12635,13972.0
C12636,11940.0
C12641,9900.0
C12642,3800.0
C12643,4760.0
C12646,9300.0
C12650,8900.0
C12652,15560.0
C12655,3960.0
C12656,3640.0
C12658,11870.0
C12661,4768.0
C12662,3800.0
C12663,3800.0
C12665,9950.0
C12669,9200.0
C12679,7150.0
C12681,9900.0
C12685,3600.0
C12686,9000.0
C12698,10950.0
C127,9000.0
C12700,8800.0
C12701,3720.0
C12709,127000.0
C12710,127000.0
C12717,4776.0
C12718,4768.0
C1272,124890.0
C12727,14760.0
C12729,13992.0
C12730,11870.0
C12733,3880.0
C12738,4760.0
C12741,9700.0
C12745,8900.0
C12749,3920.0
C12752,3640.0
C12756,3960.0
C12757,9000.0
C12758,7310.0
C12771,8350.0
C12772,9200.0
C1278,3960.0
C12783,14760.0
C12786,14768.0
C12787,8940.0
C1279,4800.0
C12791,9400.0
C12795,9600.0
C12796,10000.0
C12798,9900.0
C12802,9400.0
C12803,3600.0
C1281,9920.0
C12811,3840.0
C12818,3560.0
C12819,4760.0
C12820,9300.0
C12822,3600.0
C12824,8700.0
C1283,13560.0
C12832,8600.0
C12833,9800.0
C12839,8900.0
C12846,11950.0
C12847,124930.0
C1285,3880.0
C12853,11900.0
C12854,9600.0
C12856,15600.0
C12860,9900.0
C12863,3960.0
C12864,11940.0
C12872,9400.0
C12879,8700.0
C12883,9500.0
C1289,10000.0
C12890,3960.0
C12891,126100.0
C12897,3760.0
C12898,3920.0
C12900,8800.0
C12903,4000.0
C12921,9900.0
C12924,11940.0
C12929,9600.0
C12936,125960.0
C12938,4764.0
C12939,9700.0
C12945,11860.0
C1295,8500.0
C12951,11900.0
C12957,124940.0
C1296,11960.0
C12961,3800.0
C12962,3960.0
C12967,3680.0
C1297,3600.0
C12974,9700.0
C12977,3600.0
C12988,13560.0
C12995,3560.0
C12999,4792.0
C13000,4608.0
C13001,5400.0
C13003,4368.0
C13009,8700.0
C13010,3840.0
C13019,10800.0
C1302,9500.0
C1303,3600.0
C13031,8800.0
C13034,3960.0
C13036,3600.0
C13039,3680.0
C1304,9870.0
C13045,11900.0
C13047,9800.0
C13048,3600.0
C13051,4760.0
C13056,3960.0
C13058,8900.0
C13060,4780.0
C13061,4704.0
C13062,15592.0
C13066,6890.0
C13067,12760.0
C1307,9800.0
C13071,3800.0
C13077,3640.0
C13079,3720.0
C1308,8600.0
C13082,123640.0
C13086,4788.0
C13088,128940.0
C13096,11920.0
C131,9600.0
C1310,8600.0
C13103,3960.0
C13106,4760.0
C13107,10000.0
C13108,3640.0
C13112,3920.0
C13113,3840.0
C13116,125520.0
C13117,4760.0
C13122,4792.0
C13126,8890.0
C1313,3960.0
C13135,4752.0
C13139,1960.0
C1314,4764.0
C13144,4608.0
C1315,125960.0
C13150,124870.0
C13151,8500.0
C13152,126990.0
C13156,4760.0
C13158,9500.0
C13160,3880.0
C13164,11950.0
C13167,8700.0
C13169,11900.0
C13170,8880.0
C13173,4000.0
C13175,13160.0
C13178,3456.0
C13181,8900.0
C13183,9200.0
C13187,3640.0
C13190,3600.0
C13201,12800.0
C13205,9200.0
C13206,9700.0
C13214,9800.0
C13218,9200.0
C13219,3760.0
C13226,15164.0
C13227,11930.0
C13228,4764.0
C13232,13560.0
C13234,13560.0
C13236,3960.0
C13237,11890.0
C1324,11280.0
C13242,11960.0
C13243,4760.0
C13246,3720.0
C13247,126750.0
C13249,9700.0
C13256,9900.0
C13257,9920.0
C13260,3960.0
C13270,8600.0
C13271,8900.0
C13274,3600.0
C13277,4776.0
C13278,122970.0
C1328,4800.0
C13280,7980.0
C13282,3760.0
C1329,10440.0
C13290,3800.0
C13291,3720.0
C13293,8900.0
C13302,3920.0
C1331,10920.0
C13316,11910.0
C13319,3600.0
C13320,4792.0
C13330,15312.0
C13336,9700.0
C13337,11920.0
C1334,8900.0
C13341,13976.0
C13343,9920.0
C13346,3840.0
C13348,8700.0
C13352,9700.0
C13354,4780.0
C13355,9400.0
C13359,8600.0
C13362,4760.0
C13364,3920.0
C13367,3960.0
C1337,3720.0
C13376,4464.0
C13378,3760.0
C13380,9970.0
C13385,3640.0
C13386,123000.0
C13389,9900.0
C1339,11900.0
C13394,14376.0
C1340,122920.0
C13400,3972.0
C13401,5950.0
C13407,4776.0
C13411,4760.0
C13414,8500.0
C13415,3560.0
C1342,9900.0
C13421,10000.0
C1343,3760.0
C13435,123940.0
C13437,3920.0
C1344,3880.0
C13449,1972.0
C1345,3760.0
C13450,9900.0
C13461,9200.0
C13469,9000.0
C1347,3600.0
C13472,4760.0
C13473,4760.0
C13474,14372.0
C13475,11900.0
C13476,4776.0
C13481,4788.0
C13483,3640.0
C13486,4000.0
C13487,4784.0
C13489,12760.0
C13490,9970.0
C13491,13996.0
C13492,11920.0
C13493,4760.0
C13497,3880.0
C135,3960.0
C13500,4788.0
C13504,8900.0
C13506,3680.0
C13508,10000.0
C13516,127040.0
C13517,3920.0
C13523,3960.0
C13527,3800.0
C13528,123980.0
C13533,5890.0
C13536,4776.0
C13542,4784.0
C13543,9600.0
C13545,122910.0
C13546,9600.0
C13547,9408.0
C13553,9000.0
C1356,9300.0
C13563,3600.0
C13574,121980.0
C13576,11960.0
C13577,8900.0
C13579,11970.0
C13580,3880.0
C13581,4760.0
C13584,9800.0
C13586,14388.0
C13589,9300.0
C13594,3880.0
C13595,9500.0
C13599,4776.0
C13600,121780.0
C13602,8880.0
C13606,9300.0
C13607,3600.0
C13608,4788.0
C13610,9200.0
C13613,3800.0
C13615,121920.0
C13624,3800.0
C1363,15168.0
C13632,15168.0
C13635,11940.0
C13636,6480.0
C13640,124980.0
C13644,12000.0
C13645,3600.0
C13647,127260.0
C13649,125000.0
C13651,7730.0
C13652,6520.0
C13658,3572.0
C13659,3576.0
C13660,9200.0
C13664,3680.0
C13671,125930.0
C13681,3580.0
C13685,126740.0
C13686,5870.0
C1369,4760.0
C13690,124900.0
C13696,4788.0
C13698,6870.0
C13699,122960.0
C137,4768.0
C1370,124900.0
C13701,126120.0
C13715,8820.0
C13720,4000.0
C13722,8700.0
C13729,4776.0
C13730,9400.0
C13731,3600.0
C13732,3600.0
C1374,12000.0
C13741,3600.0
C13744,3840.0
C1375,3600.0
C13754,11950.0
C1376,4776.0
C13762,4768.0
C13767,3640.0
C13771,3800.0
C13774,9000.0
C13775,3560.0
C13776,4764.0
C13779,9970.0
C1378,4768.0
C13788,11880.0
C13789,6590.0
C13790,4760.0
C13792,4000.0
C13797,8800.0
C13809,3760.0
C13810,9600.0
C13815,14760.0
C13816,11880.0
C13817,3600.0
C13818,3240.0
C13819,8290.0
C1382,9000.0
C13821,3760.0
C13822,10000.0
C13829,3840.0
C1383,3720.0
C13830,11930.0
C13831,3720.0
C13833,8600.0
C13837,9000.0
C13838,11930.0
C1384,9000.0
C13841,9100.0
C13848,8800.0
C13849,9800.0
C13853,4760.0
C13856,3968.0
C1386,9600.0
C13862,126930.0
C13866,125980.0
C13869,3600.0
C13870,4760.0
C13871,3560.0
C13874,10000.0
C13875,4780.0
C13878,9460.0
C1388,9500.0
C13884,11040.0
C13886,9700.0
C13888,3600.0
C1389,3600.0
C13893,9000.0
C13896,6270.0
C13897,4000.0
C13899,10000.0
C13906,9800.0
C13907,3600.0
C13908,4320.0
C13910,8800.0
C13915,3980.0
C13916,2772.0
C1392,9940.0
C13924,8940.0
C13926,8800.0
C13929,3680.0
C13936,4512.0
C13937,128860.0
C13938,3840.0
C13940,3600.0
C13948,4788.0
C13949,11940.0
C13951,3760.0
C13953,3960.0
C13966,4704.0
C1397,3600.0
C13970,4784.0
C13984,12760.0
C13986,3600.0
C13991,121870.0
C13993,3560.0
C13995,3600.0
C13999,3840.0
C1400,4796.0
C14001,3600.0
C14003,3600.0
C14004,3760.0
C14009,14256.0
C1401,3600.0
C14014,3680.0
C14019,8600.0
C1402,4000.0
C14020,4364.0
C14021,3920.0
C14022,4788.0
C14029,3600.0
C14031,13152.0
C14032,8500.0
C14039,9100.0
C1404,11900.0
C14043,4764.0
C14048,4760.0
C14057,3560.0
C14068,14784.0
C14069,9300.0
C1407,127760.0
C14070,3840.0
C14071,9300.0
C14072,8870.0
C14077,4772.0
C14078,3600.0
C14085,9000.0
C14088,11930.0
C14089,8910.0
C1409,3920.0
C14091,14376.0
C14092,3600.0
C14093,9000.0
C14107,3800.0
C14111,128880.0
C14113,14800.0
C14116,10800.0
C14117,3992.0
C14118,8930.0
C14121,9500.0
C14122,4000.0
C14124,3600.0
C14126,9500.0
C14129,9400.0
C14141,3972.0
C14149,126890.0
C14150,4796.0
C14153,8800.0
C14154,3880.0
C14159,13960.0
C1416,9300.0
C14162,9100.0
C14163,9300.0
C14164,9200.0
C14166,13840.0
C14167,9500.0
C14168,9580.0
C1417,3592.0
C14171,8700.0
C14174,3960.0
C14175,3600.0
C14176,11970.0
C1418,3680.0
C14186,4760.0
C14191,3600.0
C14192,13600.0
C14194,4772.0
C14197,5400.0
C14198,3600.0
C14203,4760.0
C14204,10080.0
C14205,9400.0
C14209,9100.0
C14217,8900.0
C14218,15168.0
C14219,3880.0
C14226,3680.0
C14227,3680.0
C14228,4796.0
C1423,3600.0
C14230,3972.0
C14231,9200.0
C14232,8800.0
C14234,3880.0
C14236,4000.0
C14238,4760.0
C1424,3640.0
C14241,3840.0
C14246,11860.0
C14252,13184.0
C14259,3760.0
C14264,8800.0
C14267,3920.0
C14271,11880.0
C14272,3600.0
C14279,12776.0
C14285,9600.0
C14288,11930.0
C14289,8900.0
C1429,7040.0
C14296,121860.0
C14298,13560.0
C1430,3600.0
C14303,14000.0
C14308,128880.0
C14309,8500.0
C1431,4760.0
C14310,3600.0
C14312,3600.0
C14313,3680.0
C1432,4764.0
C14320,9500.0
C14333,8600.0
C14334,3760.0
C14337,9600.0
C14342,3640.0
C14344,4000.0
C14345,3760.0
C14348,10560.0
C14349,3640.0
C1435,9000.0
C14350,10000.0
C14351,11910.0
C14357,9800.0
C1436,125920.0
C14360,14396.0
C14361,2372.0
C14367,4784.0
C14369,11520.0
C1437,10000.0
C14370,4788.0
C14372,3840.0
C14373,3760.0
C14377,3720.0
C14380,8900.0
C14384,11920.0
C14387,3176.0
C14389,3600.0
C14391,3920.0
C14397,8800.0
C14399,11880.0
C14402,3800.0
C14404,3600.0
C14411,11860.0
C14413,3840.0
C14414,3680.0
C14415,3920.0
C14416,3600.0
C14417,3800.0
C14420,3600.0
C14423,15596.0
C14428,11930.0
C14430,3592.0
C14434,3600.0
C14435,4760.0
C14436,3560.0
C14437,8500.0
C14439,3600.0
C1444,4000.0
C14441,4760.0
C14443,124900.0
C14445,3800.0
C14447,4360.0
C14450,8700.0
C14452,4760.0
C14453,15572.0
C14459,11860.0
C14463,4780.0
C14464,3680.0
C14472,4608.0
C14474,11990.0
C14476,11860.0
C14479,3760.0
C14481,9700.0
C14484,9600.0
C14492,128770.0
C14497,123910.0
C14498,13160.0
C145,8800.0
C1450,9500.0
C14501,4772.0
C14504,3680.0
C1451,8900.0
C14510,3840.0
C14517,9500.0
C14519,2760.0
C1452,4764.0
C14523,122980.0
C14524,4760.0
C14526,123930.0
C14529,9700.0
C14537,121860.0
C14538,9900.0
C14543,9900.0
C14544,8500.0
C14545,11880.0
C14547,3600.0
C14548,11890.0
C14549,8900.0
C14550,12000.0
C14553,11940.0
C14558,4320.0
C14562,3960.0
C14563,8400.0
C14567,2760.0
C14568,3592.0
C14575,9900.0
C1458,9900.0
C14581,15572.0
C14585,3240.0
C14587,4464.0
C14589,9600.0
C14591,125860.0
C14602,3588.0
C14603,9800.0
C14604,8900.0
C14608,4780.0
C14620,3596.0
C14621,124970.0
C14622,126910.0
C14628,10000.0
C14629,5310.0
C1463,4772.0
C14630,8800.0
C14631,12792.0
C14632,9600.0
C14633,11960.0
C14635,11280.0
C14641,125950.0
C14643,4760.0
C14645,15584.0
C14651,3720.0
C14653,11890.0
C14657,3600.0
C14659,11860.0
C1466,11930.0
C14660,3920.0
C14670,4796.0
C14672,8800.0
C14678,4760.0
C14679,3600.0
C14686,3600.0
C14688,4760.0
C14689,4760.0
C14690,3840.0
C14696,4416.0
C14697,3640.0
C14702,11970.0
